"""LOCATION";"""INDICATOR""";"""SUBJECT""";"""MEASURE""";"""FREQUENCY""";"""TIME""";"""Value""";"""Flag Codes"""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-06""";1.027.046;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-07""";1.026.999;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-08""";1.027.904;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-09""";1.030.793;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-10""";1.033.097;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-11""";1.033.714;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2016-12""";1.034.125;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-01""";1.032.651;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-02""";1.031.721;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-03""";1.031.103;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-04""";1.031.394;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-05""";103.179;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-06""";1.031.504;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-07""";103.136;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-08""";1.031.235;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-09""";1.032.479;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-10""";1.033.204;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-11""";1.033.582;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2017-12""";1.033.697;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-01""";1.033.734;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-02""";103.273;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-03""";1.030.241;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-04""";102.877;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-05""";1.029.713;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-06""";1.030.568;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-07""";1.031.955;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-08""";1.033.343;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-09""";1.033.373;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-10""";1.033.018;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-11""";1.032.428;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2018-12""";1.031.278;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-01""";1.029.934;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-02""";1.030.886;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-03""";1.031.844;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-04""";1.032.748;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-05""";1.033.392;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-06""";1.034.502;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-07""";1.034.257;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-08""";1.032.578;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-09""";1.031.368;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-10""";1.030.516;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-11""";1.029.947;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2019-12""";1.029.065;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-01""";1.027.881;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-02""";1.024.204;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-03""";1.012.266;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-04""";9.912.327;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-05""";9.811.167;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-06""";9.809.898;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-07""";9.850.664;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-08""";9.896.539;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-09""";9.907.815;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-10""";9.887.099;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-11""";9.865.192;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2020-12""";9.836.526;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-01""";9.795.278;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-02""";9.789.622;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-03""";9.849.271;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-04""";9.962.698;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-05""";100.317;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-06""";1.006.217;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-07""";1.006.379;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-08""";1.005.086;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-09""";1.002.363;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-10""";9.989.699;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-11""";9.945.844;""""
"""SVK";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2021-12""";9.889.151;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-01""";9.855.801;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-02""";9.861.829;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-03""";9.870.842;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-04""";988.278;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-05""";9.894.014;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-06""";9.898.124;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-07""";989.164;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-08""";9.878.415;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-09""";9.867.618;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-10""";9.870.001;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-11""";9.891.724;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1990-12""";9.931.973;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-01""";9.982.448;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-02""";1.002.952;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-03""";1.005.893;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-04""";1.006.381;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-05""";100.45;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-06""";1.001.041;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-07""";9.972.609;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-08""";9.941.006;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-09""";9.921.472;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-10""";9.914.008;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-11""";991.531;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1991-12""";99.22;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-01""";9.933.556;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-02""";995.411;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-03""";9.989.376;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-04""";1.004.306;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-05""";101.113;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-06""";1.018.409;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-07""";1.024.918;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-08""";1.029.988;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-09""";1.033.358;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-10""";1.035.196;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-11""";1.036.122;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1992-12""";1.036.642;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-01""";1.037.073;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-02""";1.037.444;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-03""";1.037.915;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-04""";1.038.832;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-05""";1.040.676;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-06""";1.043.573;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-07""";1.046.721;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-08""";104.889;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-09""";104.866;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-10""";104.523;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-11""";1.038.643;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1993-12""";1.029.821;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-01""";1.020.371;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-02""";1.011.645;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-03""";1.004.437;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-04""";9.988.025;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-05""";9.944.762;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-06""";9.914.195;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-07""";989.903;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-08""";9.901.711;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-09""";992.261;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-10""";9.961.594;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-11""";1.001.409;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1994-12""";1.007.451;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-01""";1.013.893;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-02""";1.019.977;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-03""";1.024.924;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-04""";1.028.219;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-05""";1.029.322;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-06""";1.028.197;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-07""";1.025.477;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-08""";1.022.319;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-09""";101.973;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-10""";1.018.329;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-11""";1.018.397;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1995-12""";1.019.575;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-01""";1.021.224;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-02""";1.022.518;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-03""";1.022.914;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-04""";102.256;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-05""";1.021.895;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-06""";1.021.156;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-07""";1.020.618;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-08""";102.006;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-09""";1.019.727;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-10""";1.019.195;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-11""";1.017.276;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1996-12""";1.012.125;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-01""";1.003.587;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-02""";9.974.976;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-03""";9.947.102;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-04""";9.946.383;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-05""";9.963.477;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-06""";9.986.277;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-07""";1.000.403;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-08""";1.000.999;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-09""";1.000.486;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-10""";999.509;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-11""";9.989.494;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1997-12""";9.992.094;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-01""";9.990.723;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-02""";9.950.193;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-03""";9.885.772;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-04""";9.831.606;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-05""";9.777.888;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-06""";9.725.026;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-07""";9.690.695;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-08""";969.908;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-09""";9.721.884;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-10""";9.746.297;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-11""";9.760.673;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1998-12""";978.102;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-01""";9.802.689;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-02""";9.813.964;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-03""";9.816.805;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-04""";9.824.059;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-05""";9.839.655;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-06""";9.855.589;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-07""";9.866.019;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-08""";9.885.266;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-09""";9.899.213;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-10""";9.909.675;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-11""";9.924.701;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""1999-12""";994.387;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-01""";9.955.985;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-02""";9.966.569;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-03""";9.977.261;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-04""";9.987.963;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-05""";9.998.871;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-06""";1.000.825;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-07""";1.001.852;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-08""";1.003.106;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-09""";1.004.449;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-10""";1.005.482;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-11""";1.006.323;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2000-12""";100.7;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-01""";1.007.454;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-02""";1.007.718;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-03""";1.008.301;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-04""";1.009.087;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-05""";100.959;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-06""";1.010.294;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-07""";1.010.881;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-08""";1.010.368;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-09""";1.009.491;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-10""";1.008.678;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-11""";1.008.074;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2001-12""";1.007.927;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-01""";1.007.928;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-02""";1.008.195;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-03""";1.008.434;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-04""";1.008.514;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-05""";1.008.655;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-06""";100.892;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-07""";100.908;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-08""";100.919;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-09""";1.009.437;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-10""";1.010.023;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-11""";1.010.923;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2002-12""";1.011.722;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-01""";1.011.563;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-02""";1.007.921;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-03""";9.976.148;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-04""";9.808.714;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-05""";970.783;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-06""";97.23;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-07""";9.795.934;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-08""";9.868.393;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-09""";9.919.537;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-10""";9.957.097;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-11""";9.983.192;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2003-12""";1.000.343;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-01""";1.001.355;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-02""";100.131;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-03""";9.999.538;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-04""";9.960.266;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-05""";989.462;""""
"""CHN";"""CCI""";"""AMPLITUD""";"""LTRENDIDX""";"""M""";"""2004-06""";983.619;""""
